timestamp_s,marker_id,x,y,z
5,-96.8713,68.6489,4.06154
0,-104.499,101.048,23.3814
2,-103.368,100.244,19.9009
2,-101.28,100.494,12.2528
4,-96.4641,104.504,8.4104
1,-78.3388,110.022,3.71279
1,-78.3593,110.396,3.69962
2,-71.2244,74.5424,20.1617
2,-70.6405,74.8634,15.4173
3,-61.3301,80.409,7.54382
